200.209.74.16 - - [21/Feb/2017:12:33:03 -0430] "\xA3x\x9D\x22\xD3;\xE1!Y\xA1\xCE\x97\x7Fmf*H*,4\xB4\xEA\xBD\xD6\x17\x19x&q\xF6\xE8\xAC\xA7w\x13d\x92\xAC\xB0" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:12:50:24 -0430] "O\x1C\xD95R\xA5H\xDF\x9F\x99\xE9\xA4\xF8\x82\x83\x93~\xC9U#\x07\xAFG\x14\xA2\x17\xCAim\xEC\x92~\x0F\x81\x8A7\xAA\xDDc\xB6R\x16\x1A\xE1\x97\xA0z\xCE\xCF5\xB7\xEF6\xB0\x13\x800" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:12:54:09 -0430] "\x06\x7F\xBDl\xC2W:V\xCE\xCD\x06\xCEki\xF8^\xED]\xB2\x8C\xFF\x98\xDDC\xFE\xCA6\xE9\x19\x94\xE6(\xD0\x93s\x92\xF1\x00" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:13:15:29 -0430] "\xA1\x85\x0E\x9A\xBF\xBA\x96a\x9D\xA2]\x9D\xA4\xB4\x99s{\x7F9\xA5sr!\xB1\xB0\x13\xA0\x97\x82 *\xD0" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:13:15:44 -0430] "\xA6\xCD\xFD0\xDB\xD9M\xE1Z\xA4\xD4:\x8E\x1F\xC9\x8E\x87\x9Co\x13\x0F\xE5k*\xBF)" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:13:26:07 -0430] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.76 Safari/537.36"
200.209.74.16 - - [21/Feb/2017:13:29:20 -0430] "GET / HTTP/1.1" 504 593 "-" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G935F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36"
200.209.74.16 - - [21/Feb/2017:13:30:43 -0430] "\xAB\xBE\x17X'\x86\xCBrw\xA8[\xE3\xD2\xE6\x80(\xC9\x9E\xCF\x95~\xB14\xDB\x17;\xCC\x7F\x01\xDD\xF65" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:13:31:15 -0430] "M\x95g\x92E\xF4P\x1A\x97\x22\xED\x92e\xEFy \xC9\xA5\xF6\xDD\x16\x90\xA3\xDDq\x92\xDD\xE4|\xC7[2\x98]\xC2\x90i\x88\x17m\x9F\x9D\xBE" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:13:33:39 -0430] "\xAE*o\x1B\xA0\x88Be\x1B\xA6\x96\xB1\xB4\x86\x80\xE8'KXL\x01\xFBi\xF3\x9E\x9A\x83c7\x0E$\xB5\x1A" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:13:39:21 -0430] "GET /favicon.ico HTTP/1.1" 504 593 "http://186.167.32.27/" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G935F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36"
200.209.74.16 - - [21/Feb/2017:13:51:26 -0430] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0"
200.209.74.16 - - [21/Feb/2017:14:17:57 -0430] "Pp\xEE\xE4\x04\xF8\xC4\xC7\x94\x93\xF3=\xBC\xF7\xF3\xC6\xC9\xF6\xDB\x80\x0BR\xB0\xA2B\x18\xA4{-~\x1C\x94G\xC9\x0FA\x8D\xFA\xC2\x86\xCD\x06w\x0C\xCA\xE6`\xD2\xA6\xFC\x82\xC3\xA0\xC0T]kO\x0F\xAF\x81O\x0C\xB9w\xE9\x11\xBB\xE3\x80\xE4\x93" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:18:04 -0430] "\xFAd<\xDF\xD6W\x0E\x03_\xCC\x1Cn\x85Q8\xB6\xAC\x00\xC8>\x19\xAAHV\xDAv&x\x1B[\x90i\xB0\xCA\x8D\xF1\x95\xAB\xEC\xE6pZ" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:18:16 -0430] "\x9A\xAAY:D\x04XNr\xC0\xE1\xBE/\xD8" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:20:34 -0430] "\xBA\xB0Sm*\x08\xFC\x19w\xF1!" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:21:14 -0430] "GET /recordings/theme/iefixes.css HTTP/1.1" 499 0 "-" "curl/7.29.0"
200.209.74.16 - - [21/Feb/2017:14:21:45 -0430] "\x91xG~\xBB\xE6\xAD\x93\xEE)Xn\x85\x9F,]TL\x99m)DF\xCA" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:27:57 -0430] "\xB6\x0E=\xB9\xE76\x90\x0C\xD9O\xE5Z\xFD\xD8\x13c\x92\x85w\x98\xEF-\x05\xBB\xB1@\x809\x88}\x1E\xF9\x15s" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:33:22 -0430] "^\x9CI\x0E\xC0\x85\x18\xFE>\xDB\xA3\xFF\xF1" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:35:34 -0430] "\xEF'GY\xD8\xECw\xC9\xB7\x8Bvu\xB9\x87\xFC\xC8t\x97t\x87Ei\x8FA\xF8'@\xCB}\xDBA" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:50:24 -0430] "\x10\xBD\x89!\xFBYQ\xDF\x16\xFD\xE7)\x14c\xE0\x97J\xA2\xD9\xCF\xA8\x06\xAF\xB6\x0FUp\xE6\x9D\xCA" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:53:54 -0430] "\x7F*\xB90\xB67\xA3\xC0t\xB2\xA9\x84\xFE\x8A\x5C\x86\xC8<\xFE\xF07`\x04\xB6]\xDD\xA5\xFB\x07\xB4\x868E\xEE\x80\x5C(\xD1I\xA8\xC2\x95/\xEA\x88Z\xE51U\xCDU\x11\x12\x93\xDB\xB0g\x7F\xBB\x10\xF6<\xD5>_\x98\x9C\x17_\xAA" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:14:54:08 -0430] "C\x18\xD0+\xB9\xEB\xA58\xBE/,l+<\x93\xDA\x8C\xF6 \x1FI_w\xB28\xBC[\x05\x91\xC0\x1C\xD0Q\x8D\xE5\xC8\xA6\xE7" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:15:00:29 -0430] "GET / HTTP/1.0" 499 0 "-" "spray-can/1.3.4"
200.209.74.16 - - [21/Feb/2017:15:08:50 -0430] "GET / HTTP/1.0" 499 0 "-" "spray-can/1.3.4"
200.209.74.16 - - [21/Feb/2017:15:15:18 -0430] "\xBB\xC0=L\x037xS\xF2\x18Wp\xB03\xDA\x1D\x89\xF4\xF3x\xCF\xBC\x98\xE75\x9AK\xD9\x94P)1\xD3_[\x05\xE8\xB6\xCB\x16hX\x89\xF5\xBE\x1F\x06\x1E\x94A\xD4b\xC2s\x16<\x84\x97\xF9>\xBD" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:15:15:50 -0430] "\x9F?s^\x01~\x80\xE8B\x8D\x18\x13\xF5\xE1\xED\xED'A\xBA~_\xB8\x99\x5C\xCB;\xCB\x99\x18\xB9\x06\xA4s\xC8HJ\x04^\x8C\x82)\xE9N\x80\xC6K\xF9~-\x81\x9A\xC8k\x0C\xDEX\xA8\x88\x18i9`<\xDD\xBE\x02\x03" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:15:25:19 -0430] "GET / HTTP/1.0" 499 0 "-" "spray-can/1.3.4"
200.209.74.16 - - [21/Feb/2017:15:26:48 -0430] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0"
200.209.74.16 - - [21/Feb/2017:15:37:02 -0430] "+\xE5\xCA\xD8\xCA\xD3\xC2" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:15:43:07 -0430] "\xAE\x1F\x97\x8B\x8EB\xF0O\x05M\xF0\xA1\xDF(\xC5O\xB5\xDE\x05&\xC3\x7F\xA1\xA7\xC8\xCF\x8D\xDDE\xE2\x09\xDB\xFA.\xC6\xE2\x88~on{\xA7Xb\x1B\x9F\xE3H\xB5\xFA\xE5\xBC'\xE9" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:15:45:40 -0430] "\xA2\x03\xF7\xB2u\x863\xFDk\xDC\xAB\xB42\xCBK\x9B\xF6W\x8C4.\x8Byy\xBA\x99>wM\xE8\xB1A\x09uB\xCD\xBF\x22@\xCA\x94\xF6\x00\xE0" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:15:56:00 -0430] "GET /admin/config.php HTTP/1.1" 499 0 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:09:26 -0430] "\x8F\xD3\x04\xFE9\xC4\x1A\x83(v\x06G\xB5l\xAB\xA61!\xE6\xB9-\xF0CI\xB9_" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:10:57 -0430] "`\xB6{t.\xCE\xDD 6IN\x95U\xF7\xCB\xA0\xCDr\xB5\x18\x1A4\x94\xF63\x83\xCD\xC7\xC7\x17\x18\xF77p\x8B\xC0\xAD9><5\xF7c\x0F\xB0\x09\x03\xFB\x8E=\x17,C\xEE\x22\x8E\x1AZ\xD4\xB76C\x98" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:11:30 -0430] "\xE0\x84\xEC\xB1\x10\x0F\xC4j\xB2g\x9B\x1F\xD4\xCA3\x12\x8A\xC55{\xA5a\x94B{:I\xD3%\xE8\x04W\xEF\xD3" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:11:30 -0430] "\xBF\xA4\x03\x9AE\xD9\x94g[\x03(\xC6\x09;\xB2\xED\xF4\x18\xF4\xC75t\x95\xFABL\x06\x80.\x09A\x00\xD4\xBEfa\x8B\xFB\xB11\x1D\xFDw\xFB\xFE\xAF\xD7\xB5h\xDB\xCE\xA9v\xB3\xF0\xD8||$\xCF/\xF7cg\x19\x13~9P\xAB\x08\x06" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:11:51 -0430] "\x09H\xF9\xF0ml\xE3\x1F\xDB\x9A\x17Z\xC8?\xD0\xE86\x88\xDF\xB9\xC5\xCD\xB2x\xAE\x9D\x13%\x01,\xE1" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:12:33 -0430] ">\xC0\xCC\xD1\xCD\xD5\x07\xC0>\xCB\xEAw\x02\xB6\xF6-F/UJ!\xD3\xDB\xF6\xA6\xA2\xE9\xFF\xC9\x99\xD5\xDA\xF3\xAEw+\x19\x9CN\xE5\xED|\xF4?\xBF\x0F" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:18:15 -0430] "nq" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:20:34 -0430] "\x87\xCAY\xBC\x98\xEB\xCC\xECp\xA1\x04b.\x88\xD5\x8D\xC4\x95N\xFA\xA7\x11&X\x9B\xBADV\x10pw\xBE\xF5H\x16=\xEFoi\xB3 .NO\xD2\x1B\xCE4\xDF'\x82" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:22:53 -0430] "z\xA0\x9E%E\x81\xB1\xAAT\xD9\xD0\xBB\xA8\xFAxZ['\x98iz\xDEUXu\xBDR]aZ\xE5\x94\xBFX>|\x8Ed\x5C\x1E\xE7\xB9\xFC" 400 181 "-" "-"
200.209.74.16 - - [21/Feb/2017:16:23:28 -0430] "GET / HTTP/1.1" 504 191 "-" "Mozilla/5.0 (Windows NT 5.1; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
200.209.74.16 - - [21/Feb/2017:16:27:03 -0430] "P\xF5\xD6\xA3\xAC\x8D\xA8~\xD8\x8B\x89\xF9.+\xFE\x0C\xF9'\xBDy-\xF0\xF3<mP\x8C\x8Bq7Z(" 400 181 "-" "-"
